,eolica,nuclear,carbon,ciclo_combinado,hidraulica,solar_fotovoltaica,solar_termica,cogeneracion,exportacion_andorra,exportacion_marruecos,exportacion_portugal,exportacion_francia,importacion_francia,importacion_portugal,importacion_marruecos,importacion_andorra,target
0,12493.159973,5948.34125,299.3836667,1825.5478333,945.0511667,1563.366871,117.8330198,2477.1111778,-18.6833333,-115.0041667,-1907.1622917,-1153.521,559.3002083,58.6506667,9.5125,0.0,92.55791666666666
1,12150.0133043,5956.3757917,664.046125,4566.9365833,1221.17095,1294.158505,75.0144185,2897.4226667,-38.5875,-135.75,-962.3216667,-2473.5464167,5.6967083,375.7573333,10.6166667,0.0,147.43041666666667
2,9925.6022083,5939.0674167,715.7904583,6002.4195417,1426.251125,2122.050266,442.891079,3017.8930833,-31.3304167,-161.0291667,-681.8048333,-2325.6609583,54.5409167,473.2797083,10.9333333,0.0,155.07291666666666
3,7062.4248333,5953.8725417,800.6019583,7648.3852083,1319.9682083,2399.7810607,795.6150289,3115.3287083,-44.9291667,-173.9583333,-797.1125417,-1519.6285833,153.8413333,550.443125,8.9291667,0.0,171.83416666666668
4,9802.0254167,5959.269375,776.7967917,5684.6900417,1374.5400417,2637.7444095,832.0046161,3229.385875,-24.8208333,-121.7833333,-777.8580833,-2101.2946667,46.1037917,432.6225417,15.475,0.0,172.33708333333334
5,11361.242,5941.3394167,697.67875,2872.4749583,1240.6852917,2759.8299341,891.7437702,2922.8840625,-19.69,-27.1083333,-1391.26775,-1964.5907917,191.7668333,162.6879583,70.6291667,0.0,155.4575
6,12032.8376333,5934.0678333,397.7557083,2916.2328333,956.2745,2603.9754479,863.0740139,2704.905375,-20.57125,-16.2666667,-2400.9905,-1626.51675,395.5129167,114.1094583,153.3083333,0.0,133.96666666666667
7,11488.0865,5923.6455833,640.1163333,5044.387,1518.7431667,2685.6787235,862.268453,3001.5150417,-17.7741667,-54.9583333,-1487.9273333,-1983.0825417,55.2186667,268.8585417,72.5875,0.0,166.8454166666667
8,7776.6814497,5915.1418333,808.8480417,7335.54825,1612.8374583,2682.3906491,832.2431806,3076.4065,-34.5295833,-60.4041667,-901.7287917,-1494.6600833,204.7899583,518.1058333,64.1,0.0,179.86875
9,3801.2916491,5904.6206667,813.7093333,11568.775125,1883.0156667,2460.9173118,834.7187699,3175.9649583,-34.36875,-137.2,-834.8329583,-1605.0112083,232.0924583,598.8320833,17.1125,0.0,198.48916666666665
10,2436.9529448,5739.437625,814.8851667,12967.3799583,1941.2551667,2295.7566503,643.5962472,3162.2939583,-38.32,-235.6125,-1050.8304583,-1276.180125,561.0540833,721.8648333,9.1541667,0.0,183.8791666666667
11,3389.5352924,4939.423625,812.8158333,11613.7769583,1889.6099583,2255.6246851,727.6832329,3187.6082083,-28.49125,-128.3666667,-880.9297083,-1138.7939167,1153.8490833,643.26375,18.575,0.0,185.26083333333332
12,5360.0842259,4916.1709583,813.4014583,7258.36425,1147.7203333,2342.156141,771.899843,3016.5537798,-33.6170833,-84.8208333,-1731.1454167,-425.0341667,1872.683,87.2875,30.8458333,0.0,180.25541666666663
13,9183.5564069,4929.538875,810.2894167,4401.493125,1190.7780833,2496.6545752,815.4371621,2846.0884167,-32.0870833,-48.325,-2115.0922917,-1299.6393333,895.9884167,33.4597917,86.0625,0.0,171.68541666666667
14,11114.9864865,4908.189875,809.2617083,6064.5006667,1593.5385,2486.6817244,706.0142311,3030.6860833,-39.08375,-56.9291667,-1568.3814583,-1371.3198333,173.1986667,332.719875,35.8291667,0.0,181.57666666666668
15,9109.3585896,4903.0050833,811.0552917,8627.729375,1350.3058333,2457.0205687,757.7106972,3085.6433333,-44.63375,-60.8875,-764.254375,-1417.0892083,171.0504583,356.7236667,59.7666667,0.0,194.7045833333333
16,11727.7645408,4903.0450833,809.51175,5396.1756667,1376.0817917,2355.3364576,686.9641155,3114.05725,-44.7725,-54.775,-360.06575,-1506.524875,75.16125,1071.6467917,45.5958333,0.0,195.98416666666665
17,9110.0232159,4897.8865417,809.485125,7319.6220417,1536.9625083,2003.2058331,595.3501833,3149.7502083,-47.51,-21.2041667,-205.8444167,-1422.102125,298.9857083,1372.0315833,86.4125,0.0,225.06041666666667
18,6436.434223,4874.46125,810.2667083,9525.6568333,1922.9605833,1837.9356027,260.9876345,3201.9816667,-42.7279167,-67.875,-244.1770417,-1488.506125,142.231625,1618.7102083,49.8125,0.0,227.75458333333333
19,3468.8698875,4862.9475833,811.8525833,11288.8601667,1759.929625,593.4791122,9.8858333,2963.132,-35.71125,-72.625,-292.5654167,-953.55775,452.811125,745.9183333,29.6666667,0.0,221.24666666666667
20,3492.5053849,4676.9570833,811.9214583,9653.5502917,1853.7580417,1345.576744,77.4533405,2904.4470833,-33.6029167,-63.6,-1656.3410833,-199.204,1607.1821667,88.9493333,70.3833333,0.0,227.9225
21,6904.1130379,3943.9595417,933.49625,11827.1888333,1877.6035,1035.4886441,38.6289333,3063.4118333,-40.9991667,-42.075,-942.8008333,-1249.9502917,782.6592083,682.2695,71.5083333,0.0,235.9233333333333
22,9098.8387821,3889.7030833,1026.9923333,11511.3324167,1830.5314583,1319.139108,225.8167464,2983.469,-47.7208333,-81.3333333,-1169.0797917,-1256.6185417,365.6125417,446.436625,71.975,0.0,226.2025
23,7693.3614576,3804.060125,1094.7436667,12837.1999167,1937.8419405,1209.2584523,196.7816329,3093.9185833,-49.5333333,-64.9916667,-1026.12325,-1382.564625,574.3584167,280.5354583,78.225,0.0,225.5895833333333
24,10418.51196,3812.9858333,1104.9394583,10938.9365833,2025.360494,1287.3016822,117.7134484,3101.3105686,-55.2366667,-44.7291667,-1117.64,-1900.00775,11.4521667,263.9025,90.4625,0.0,228.94541666666663
25,10803.9513427,3814.8872917,1115.73875,9382.31475,2025.6350952,1963.1553681,435.4743917,3115.4978775,-58.6641667,-35.9708333,-1046.595125,-1918.4474167,76.5958333,396.6035417,126.1375,0.0,226.89791666666667
26,15388.196875,3819.69825,785.96975,3608.8894167,2188.158994,1702.0211836,312.1453163,2925.9641083,-60.9445833,-6.5041667,-1094.2173333,-2175.3542083,75.91925,373.9052083,202.3833333,0.0,203.79916666666668
27,14637.5765417,3826.77225,787.714375,3717.614625,1891.7176726,2025.7268446,704.2835,2778.072875,-58.0495833,-0.5583333,-1828.6814583,-1861.087875,158.72325,207.7079167,240.125,0.0,200.97708333333333
28,12907.224989,3801.913,783.4854583,8668.342375,2289.9414702,1849.7285836,368.6041079,2986.1254853,-57.4608333,-11.1333333,-1113.830125,-1996.7453333,74.1149167,296.7475833,167.1708333,0.0,218.405
29,3417.6358812,3786.4989583,869.9314167,15339.1255833,2913.0638274,2172.9401273,500.5267242,3203.4915417,-58.5495833,-29.7083333,-1163.2235417,-1086.7602917,325.6682083,419.170625,128.9208333,0.0,277.8775
30,9734.2434601,3829.9790417,1113.2725417,9613.6209583,2470.4533083,1708.7706813,425.5284178,3183.7932083,-56.8154167,-20.1291667,-750.4862917,-1419.296125,291.013875,740.853625,105.5875,0.0,244.79291666666663
31,13937.8729167,3834.85875,1107.650875,7100.2784167,2460.9579667,1895.2374651,436.2832146,3151.165,-58.25,-15.925,-1021.1680417,-2235.0115,1.0395417,502.25225,184.775,0.0,221.15625
32,12205.0733007,3976.4802083,1033.8411667,8511.2139167,2964.8524583,2267.607621,727.6492893,3244.8497083,-52.0541667,-23.1166667,-1786.866125,-2473.192625,2.9055833,240.20925,128.0708333,0.0,226.04416666666668
33,13318.6176726,3990.4125833,753.2945417,4598.1355833,2717.8719333,1556.1080768,301.3168093,3086.7120083,-60.3079167,-9.6333333,-1273.57375,-1752.5055,103.1680833,342.9168333,140.0083333,0.0,218.18416666666667
34,16284.9886667,4160.4832917,670.7864583,2145.7834167,2466.9679917,1898.8810808,485.0234891,2609.8744846,-63.6020833,-14.2541667,-1538.9804167,-2221.5963333,20.48075,94.4827083,224.3458333,0.0,103.1825
35,11798.9693152,4356.353,794.462625,4719.9034167,2780.1366045,2147.8623183,622.8482401,2931.7240694,-67.4204167,-39.2666667,-2349.0147083,-2046.7132917,160.5805,47.6349167,126.5416667,0.0,212.93625
36,12565.4598665,4669.4770833,790.1479167,4578.74,2772.63255,1260.2957985,304.6906679,3067.4122917,-51.8695833,-39.4541667,-1370.270125,-1793.5525417,123.9318333,481.033125,79.1083333,0.0,209.92583333333332
37,17647.7049583,4983.0685833,390.4560833,1578.86775,2918.3050417,1529.8366907,98.7899218,2684.7949833,-60.4254167,-70.6708333,-1385.5816667,-2623.52175,0.9200417,182.3554167,90.8166667,0.0,109.96625
38,16116.0728333,5027.7343333,678.1501667,2894.3606667,3574.59345,1456.4681758,191.8859667,3121.1224583,-55.7870833,-31.7375,-1004.207375,-2211.9119167,0.7975833,765.922625,171.5833333,0.0,215.75
39,17391.94325,4987.6752917,765.0030417,2674.09525,3613.8098,923.6924561,17.3391473,3147.9575417,-52.7491667,-13.3208333,-999.1535417,-2421.9940833,2.6277083,562.7957083,137.7625,0.0,210.03416666666664
40,10861.7852409,4972.5715,812.6739583,4089.155625,3826.6596,2018.9253269,593.4810611,3093.1717202,-58.77,-20.9875,-1083.6155833,-2128.9594583,226.51475,345.3132083,158.1666667,0.0,241.28083333333333
41,4138.0944773,4991.01975,812.1640833,6177.0650417,4242.5122917,2132.0616319,603.7978684,3101.4885417,-54.9229167,-15.1625,-1942.9470833,-308.256375,653.2600417,251.7595,224.6333333,0.0,256.4558333333333
42,3864.7516429,4980.5665417,1105.344625,11475.5548333,4368.8387679,1871.0929201,580.1244056,3239.8507917,-54.6895833,-34.4416667,-1051.6348333,-1604.3904583,131.9707083,591.4605,124.3125,0.0,269.8904166666667
43,2530.8307795,5013.3852083,1272.8794583,13313.4032917,4139.4287406,1833.4614787,538.9494732,3271.3849583,-54.68625,-10.35,-687.7201667,-1750.2573333,47.0374583,766.6280833,136.9208333,0.0,287.95375
44,4486.9280461,5064.2042083,1279.2450417,11315.3362917,4021.6867917,1859.5345037,507.7211783,3231.2015,-58.0320833,-63.0458333,-418.6290417,-1947.1974583,30.8330833,946.3383333,129.7916667,0.0,291.5525
45,6167.2972453,5232.129625,1353.188625,10495.4036667,3811.8205417,1672.613541,477.6513548,3209.99825,-52.40625,-72.2041667,-772.21175,-1608.7480417,75.8667083,834.0715,69.7541667,0.0,302.41041666666666
46,4733.393516,5707.3679167,1113.4655417,11403.4129167,4078.352629,1634.252214,386.577955,3256.1446667,-52.6666667,-26.4375,-1137.4145417,-1446.2846667,298.8877083,270.4939583,120.2958333,0.0,310.06541666666664
47,3483.9203908,6057.0248333,1114.4230833,9292.3985,4371.6215179,1296.6135423,308.1186732,3159.7029524,-58.7620833,-28.8666667,-1055.6784583,-1628.1672083,312.8621667,331.9736667,155.3083333,0.0,307.39208333333335
48,5110.9920415,5285.97325,1004.2815417,6697.5363333,3807.644881,1516.647645,439.9801111,3121.3009583,-58.3958333,-28.5125,-315.59725,-2161.5645417,33.0650833,1093.9878333,230.6166667,0.0,318.93583333333333
49,5003.6921618,5609.0142083,907.960375,10216.7964583,4420.2375774,990.0860485,25.5671111,3249.3997778,-55.9116667,-136.7041667,-293.0425417,-1879.048625,31.7530833,1385.8082917,92.5166667,0.0,340.0729166666667
50,5479.6946694,5795.8575,862.7814583,10873.4870417,4710.9855655,920.8076087,5.6645556,3221.6840833,-55.79,-154.95,-703.0770833,-2246.0822917,1.565375,917.466375,59.4875,0.0,328.6245833333333
51,5903.4512536,6059.0880417,791.536625,9080.71475,4396.4069083,1079.9499956,108.6237206,3111.0004583,-57.3258333,-75.1083333,-531.9652083,-2115.4407083,0.54175,1344.998125,90.8875,0.0,361.34125
52,6750.5655455,6084.2733333,1030.1146667,8847.4790833,4023.5407083,526.9808971,44.8660833,3148.8490833,-54.4170833,-33.5916667,-939.1137083,-2398.8291667,13.0467083,712.2230833,127.4833333,0.0,381.88000000000005
53,8258.2011214,6099.383375,1117.217375,4084.9916667,2880.4209583,691.1631935,44.3581667,2531.2733775,-52.22125,-23.35,-725.0805,-1332.9102917,253.4220833,1115.5639167,112.8666667,0.0,306.935
54,6679.142195,6100.9060833,1049.01325,3229.8492083,2448.289375,617.2843556,7.1741111,2132.7506944,-48.5175,-22.7708333,-923.202625,-669.5770833,932.6488333,395.34675,128.8541667,0.0,225.53041666666664
55,9823.035744,6099.927125,1052.5012083,2135.3834167,2610.7335,594.5986847,0.0135556,2212.824152,-53.5408333,-11.2041667,-1560.8775417,-1363.0220833,894.2233333,512.7265833,163.3625,0.0,181.5533333333333
56,16301.5551333,6093.222625,805.034875,951.1294167,2751.6827917,1399.7442417,179.8948286,2186.4916379,-51.87,-118.0166667,-1539.2514583,-2763.762125,25.32425,292.28225,26.5208333,0.0,96.59083333333332
57,15782.959975,6096.172,757.3954583,713.5691667,2914.87275,1273.5582118,142.7057282,2273.1757486,-52.43875,-131.9625,-2213.411,-1845.8079167,382.2036667,10.3277917,37.65,0.0,106.86166666666666
58,8968.3615977,6096.7822083,1196.983875,1277.2545,3169.984875,1699.1163327,401.8197774,2608.78825,-45.5483333,-125.675,-1343.6866667,-104.21975,1761.3274583,348.665875,89.3041667,0.0,184.78083333333333
59,3925.1761088,6096.8512917,1365.9865417,2216.4032917,3210.9038333,2060.4324736,571.7552616,2757.6455,-40.2075,-210.7833333,-595.8219583,-0.0220833,3144.0041667,1004.2884583,45.1375,0.0,198.57
60,5024.5677419,6099.1510417,1121.2688333,1220.40025,2840.1071667,2187.2365648,713.0464403,2166.7032601,-43.5016667,-118.6291667,-650.581375,-31.35275,2612.48625,1021.1499167,49.2291667,0.0,140.64875
61,5811.9035995,6097.1229167,832.353875,1992.3824583,2086.4014583,2228.3998543,584.1560663,1688.6254345,-47.5820833,-24.6791667,-1931.2929167,-11.0411667,2765.468125,122.2682917,149.6666667,0.0,122.10208333333333
62,4316.110744,6089.1228333,898.3232083,3959.4015417,2196.4699167,2054.2021777,492.9883536,2122.6452069,-51.4875,-15.0583333,-2450.0755,-0.059625,3117.7879583,133.1530417,170.575,0.0,139.76250000000002
63,6318.7371277,6094.7870833,1035.1593333,4669.0145833,2215.5027083,2245.6279029,612.4845383,2510.1370595,-39.5416667,-46.0,-1505.711625,-24.4845833,2883.3502083,465.23625,135.6333333,0.0,148.16375
64,12620.7299758,6086.3794583,1004.450875,2508.21925,2150.0155,1334.8364102,134.6698599,2665.7875012,-47.84375,-10.275,-663.7390833,-1380.9322917,362.8022083,1062.73375,176.175,0.0,152.77875
65,12004.9832614,6082.3045833,1061.9789167,3021.1527917,2387.4705,1638.7219952,262.7676778,2763.507584,-35.8929167,-4.8166667,-996.0739583,-1600.1260833,263.1619583,1034.1320833,220.9208333,0.0,184.0858333333333
66,8192.0596374,6085.7515833,1111.8335,2633.7478333,2538.437125,2530.6163536,705.2226493,2822.8632036,-38.6979167,-13.4166667,-1485.4025,-1425.9907083,373.7412917,158.2207083,223.6666667,0.0,213.2425
67,8675.4043967,6086.1049583,1111.428875,4441.202,2580.491875,2486.3570079,710.1094663,2905.5554697,-30.2108333,-12.6333333,-1595.38825,-992.0875833,776.5452083,199.7475417,178.5125,0.0,218.2120833333333
68,10915.4585149,6058.1822083,1095.348,1569.90225,2355.9708333,2154.0081055,274.9705873,2814.0018106,-38.84,-55.4208333,-2551.3605,-11.6995417,1931.7482083,49.62225,147.3166667,0.0,197.61375
69,16368.2962971,6213.0882083,962.1322917,1338.1343333,2004.00925,1926.238935,449.5685548,2290.0779999,-38.1216667,-31.5791667,-2309.94825,-2485.2587083,79.2632917,42.62,173.3208333,0.0,123.4525
70,12800.2842083,6567.5156667,1074.2435417,4956.5285,2985.0818155,1834.301234,373.1532163,2847.5269738,-36.7016667,-107.9458333,-1788.177,-2266.0954167,199.179125,112.166375,120.2041667,0.0,217.8525
71,10148.3710958,6832.283,829.6159583,6591.0157083,3028.8018333,2198.5513529,606.3852841,3031.2884041,-46.4025,-33.9208333,-1177.4363333,-1815.5638333,77.39775,507.2840417,102.5625,0.0,222.59291666666664
72,10957.4708893,7076.5929167,786.735875,6536.2252917,2677.6529583,2594.5767296,702.2478186,3037.5273906,-53.635,-40.45,-1241.1497917,-1966.648375,65.564375,578.0684167,149.1083333,0.0,205.79125
73,5386.9323726,7113.7942917,693.7324583,9801.630375,3869.6123333,2533.6027656,644.3486672,3118.1864639,-60.1266667,-50.475,-785.3521667,-1840.7985,38.039875,551.3773333,112.625,0.0,215.73
74,3504.8667783,7115.8146667,992.8002917,11507.285,3927.077375,2483.7555684,607.4688675,3148.8362692,-58.96625,-40.3583333,-688.4838333,-1997.4505833,13.5615,592.78375,159.9291667,0.0,203.65583333333333
75,2596.6954936,7117.5577917,1117.7752083,7205.1679167,3832.9451288,2500.6963391,587.7538821,3028.9738068,-63.3845833,-35.5208333,-575.9960417,-876.2484583,664.8867083,704.3874167,157.3125,0.0,218.98125
76,2691.1867938,6990.9059583,1117.689875,6905.1044583,3251.0597708,2673.9572663,581.5642214,2938.3934622,-60.6679167,-5.6833333,-1463.42425,-630.6230833,977.2085417,158.016625,336.1708333,0.0,214.205
77,3179.7131787,7113.8203333,1110.4623333,11066.9280417,3620.4305417,2874.900571,730.2355734,3110.4444375,-56.6475,-46.7583333,-1377.22,-1152.3179167,422.669625,259.0200417,149.5291667,0.0,243.06
78,2128.6248306,7110.9125833,1115.7712917,13542.2952917,3682.9909167,2950.2888517,727.5051349,3098.380813,-55.2375,-69.0791667,-1637.752625,-1240.9187083,377.7922083,149.6479583,137.7583333,0.0,223.17916666666667
79,4026.45356,7113.0664583,1112.357125,12110.2197917,3314.694625,2822.0167337,738.2149976,3101.532846,-56.3708333,-56.275,-1449.8502083,-1385.1409167,532.6442917,174.4030833,135.4,0.0,211.89
80,8688.1384034,7109.79475,1080.8614583,8745.51225,2895.401875,2848.4842979,765.8502198,3056.8964621,-56.9608333,-68.05,-1213.512625,-2032.889625,20.1153333,453.0732917,136.3708333,0.0,190.0483333333333
81,12812.6326618,7109.238125,1060.6056667,5603.635125,2308.8038869,2911.5313452,801.3318218,3058.3354936,-57.0279167,-76.6041667,-1278.42,-2061.7602917,9.0128333,598.7793333,136.1666667,0.0,179.6266666666667
82,7294.6340908,7110.8155833,1083.5996667,6929.7553333,2208.82875,2539.955152,789.9538528,2911.1102645,-60.7145833,-104.3875,-722.493375,-2041.7417083,468.1968333,508.3584583,47.825,0.0,190.59166666666667
83,3973.8381571,7113.1090417,1079.271625,7695.0438333,2755.3405833,2301.3477214,352.4749504,2864.3767367,-58.66,-63.0666667,-1554.2987083,-615.109125,741.68825,64.4544167,104.2208333,0.0,201.05375
84,3424.8822242,7110.2774167,858.8467083,12229.0200833,3899.2865417,2150.5564396,349.7104083,3065.5253868,-56.2775,-93.25,-1670.6058333,-1321.7343333,661.5114167,124.134875,118.2916667,0.0,228.24875
85,4160.278425,7107.1549583,777.2765833,12846.8494583,3161.6355833,2096.6232176,404.2287051,3079.0385366,-59.3325,-176.1666667,-975.3638333,-1478.3705833,129.4318333,241.4942917,10.6375,0.0,225.26125
86,5119.2297862,7108.887375,788.8025833,12416.3240833,3444.7205,1931.2867509,117.4789071,3105.0328832,-59.0741667,-274.2791667,-1080.239375,-1906.1292083,17.791875,203.4185,8.5791667,0.0,236.50208333333333
87,5592.2018423,7104.9030833,900.3427917,11468.5953333,2794.8136667,2563.7836156,306.7729043,3140.49057,-62.0791667,-67.8791667,-884.513625,-2011.0054583,5.5496667,315.41575,80.925,0.0,232.2408333333333
88,8875.9373182,7108.3568333,618.48675,7101.273375,2290.069375,3219.4331978,762.1215689,3124.2688061,-57.4295833,-52.9416667,-706.637,-1732.84125,129.952125,553.97525,125.55,0.0,224.4183333333333
89,4777.8333487,7093.9976667,699.20325,5416.0192083,2257.9726667,3226.7582512,711.9680509,3000.5864649,-56.6470833,-33.9,-918.97675,-97.6155,1371.024625,336.499375,125.3625,0.0,223.6233333333333
90,3852.7971366,7115.9747917,771.9027917,5942.6653333,2209.9027917,2928.1296178,329.250581,2920.8283333,-53.2204167,-45.2708333,-1747.4655833,-91.112625,1317.1185,43.8127917,167.4541667,0.0,230.83208333333332
91,12146.4180184,7113.4225,824.5525417,3832.067625,2096.6035417,2860.0689434,555.8102467,3080.9473222,-49.7079167,-114.6541667,-2304.3196667,-964.02775,866.1846667,87.59225,52.9916667,0.0,222.53958333333333
92,13091.0553048,7113.973,854.5534583,3510.701125,1836.9122083,3252.3790489,972.4949136,3183.5893586,-53.345,-78.4416667,-1387.757625,-1214.0084167,274.7022917,190.1119167,102.5333333,0.0,205.5558333333333
93,6000.2053162,7112.9934583,880.329625,9860.09875,1912.279625,3404.7353309,901.4425403,3239.1119722,-51.2454167,-78.7416667,-2052.8633333,-987.165625,699.1879583,61.68,101.2166667,0.0,211.43666666666664
94,3480.9021951,7111.4839583,998.6509583,12209.7174167,1868.359875,2727.9905251,493.3774153,3256.78925,-52.22375,-86.0166667,-2636.2455417,-638.332625,1194.4444167,10.585,42.0416667,0.0,207.14
95,4388.4204301,7112.4852917,1209.4079167,9077.72225,1828.629875,1755.8077192,52.85745,3253.2674843,-51.4408333,-116.95,-2040.7034583,-130.8725833,2331.859,20.7191667,58.7041667,0.0,197.87291666666667
96,8126.0899965,7108.5551667,861.35025,3535.2045417,1165.4631333,2450.2532301,391.0706321,3130.591098,-54.29375,-106.9,-1398.16,-144.4714583,1720.2364167,223.000375,38.3958333,0.0,197.22166666666664
97,6111.9023059,7107.9011667,474.2401667,3698.5090833,1346.2423333,2910.2495888,700.7463399,3064.8511667,-54.1379167,-30.9375,-1674.0018333,-114.4184167,2512.5435833,40.0906667,111.2291667,0.0,190.45916666666665
98,9598.9960286,7108.60075,436.821625,5839.419125,1427.465125,3484.257373,1019.7548709,3229.5593407,-51.24875,-78.4583333,-1982.4433333,-702.85625,956.1399167,111.060875,141.4583333,0.0,206.23291666666668
99,5653.9784529,7107.3622083,574.7262083,8930.94575,1478.69365,3376.6490934,1025.157494,3229.5806863,-51.3079167,-51.4333333,-1587.5414583,-227.7254167,1296.5747917,226.4719167,137.075,0.0,204.15666666666667
100,4284.0625692,7110.7169167,812.978625,10172.6072917,1850.528025,3246.275749,920.7653902,3267.6216275,-51.8808333,-121.1375,-2020.543375,-667.5027083,1206.1183333,75.5393333,91.8458333,0.0,212.1375
101,2125.9536829,7108.9543333,1186.9185833,11698.5832917,2184.0242667,2975.2234095,688.0625944,3300.7182745,-53.03125,-135.6208333,-2217.2990833,-273.5528333,1419.0155417,25.25275,56.3791667,0.0,207.68041666666667
102,3116.9522537,7108.29775,1186.8475,10655.8496667,2393.5378083,2866.4270158,555.5547356,3304.7756538,-52.655,-208.8583333,-2088.4080417,-747.4694167,1362.1061667,31.832875,13.9166667,0.0,197.0404166666667
103,2057.8114042,7103.441,1085.5070833,8112.616625,1923.7733583,2502.0058715,344.6852304,3192.4897451,-56.16125,-142.3166667,-2049.5290833,-193.0280417,2640.922,59.2802917,34.9708333,0.0,199.26458333333332
104,10321.3224791,7090.0992083,740.885125,2226.3562083,1174.5940833,2044.9934205,220.7536706,2963.7656667,-54.64875,-163.9583333,-2591.73325,-224.714125,2194.229625,62.8621667,16.925,0.0,162.61916666666667
105,12494.7257917,7095.9868333,711.0449583,3185.3839583,1520.7734167,3241.1078604,688.1004672,3173.1318676,-55.2054167,-162.4666667,-2225.7735,-910.325625,896.359,23.72475,23.9625,0.0,185.1825
106,9719.331125,7100.7265,814.3876667,4742.5441667,1816.6869,3541.4708316,962.5693039,3204.8139583,-57.0554167,-163.4916667,-2023.4160417,-455.4137917,954.063875,125.2207917,13.0541667,0.0,198.84958333333336
107,13075.448067,7098.3177917,767.1055,3043.8124583,1162.6408083,2946.6368144,615.4434232,3135.4655972,-56.1020833,-161.7208333,-3042.3953333,-0.593625,2255.014125,18.259875,48.8,0.0,177.22666666666666
108,7399.0562023,7088.693125,774.99,6161.5656667,1788.5628917,3594.7265172,898.5717916,3142.4910543,-49.9641667,-172.925,-3066.2104583,-1.14525,2117.934875,33.453,21.1541667,0.0,170.68791666666667
109,6021.8266311,7093.6283333,807.3988333,3959.4524167,1986.2614833,3441.1970084,814.7452585,3219.7632828,-48.3125,-113.4708333,-1725.3620833,-47.05825,2704.8890833,216.5987917,31.1791667,0.0,181.03125
110,9435.3094,7095.7329583,630.0832917,2339.2991667,1378.8196333,2227.6091654,359.947247,2852.7745833,-55.1120833,-18.5583333,-1154.8403333,-97.684625,2247.133125,139.3706667,117.9916667,0.0,140.54958333333337
111,5713.1121863,7096.4562917,687.54925,3264.7340833,1647.4057917,3614.1577842,947.1306864,2889.0520417,-53.7316667,-44.1125,-3083.1984583,-53.621875,2674.949125,6.0541667,120.9541667,0.0,163.18791666666667
112,8211.7699523,7089.7485417,779.722625,4310.582,1676.49175,3901.2993793,1100.1922483,3076.4752026,-48.1908333,-137.7916667,-3108.6774583,-112.144625,2361.447125,2.4480833,11.8416667,0.0,185.44583333333333
113,7535.173044,7090.3371667,780.038,4999.1171667,1717.4692917,4138.6083907,1059.4620632,3087.3498889,-46.7579167,-275.6375,-2513.4994583,-194.46625,2143.813375,4.5513333,6.1916667,0.0,180.60333333333327
114,4659.9692719,7087.0052083,797.6825833,7106.9412917,1991.618,3129.6174281,337.1645855,3140.0542361,-50.25375,-274.5208333,-1793.3644167,-186.7892083,2365.7779583,199.7390833,9.2791667,0.0,197.19791666666663
115,5738.2031545,7088.9772917,809.833125,6477.3508333,2231.2182083,2091.9299804,111.5711854,3236.1697059,-51.7658333,-270.9208333,-1948.8239167,-114.50275,2634.0243333,120.9886667,3.7375,0.0425,206.4104166666667
116,12569.7996087,7089.6546667,803.3598333,2884.7180833,1995.7072083,1519.2387739,77.4821889,3187.9051135,-48.5933333,-193.2416667,-1209.36725,-673.2479583,416.3112917,420.42425,22.0041667,0.0,242.44000000000003
117,7317.191461,7094.1513333,858.3879583,5308.8568333,2028.9236548,1518.7633949,61.2745307,3127.3686667,-53.9954167,-83.5708333,-2233.448,-371.4809167,1797.4686667,15.8358333,32.5958333,0.0,259.8895833333333
118,2489.5124597,7090.1227917,1190.7330417,5609.760875,2024.6198456,2532.2176679,428.8750141,3012.0133333,-50.3808333,-10.65,-2932.279125,-0.1384167,2873.231875,7.0289167,129.1916667,0.0,258.45958333333334
119,2438.2219003,7089.6915,1201.5351667,7381.4424167,1682.23775,3699.3437283,945.6530354,3113.4362512,-37.1254167,-26.5791667,-1997.884875,-50.5665417,2287.2732083,105.2630417,130.4666667,0.0,276.6875
120,5139.2777625,7092.9976667,1197.88125,7084.2976667,1921.197375,3792.1585292,943.9415026,3089.5502004,-52.5058333,-40.7958333,-1383.3679167,-861.0765417,452.1314167,268.2787917,103.375,0.0,257.9145833333333
121,10475.6156944,5995.2715417,249.843625,2257.146875,1955.2900833,5002.4845871,1232.0994359,2510.66225,-38.5229167,-128.6875,-1311.2954583,-2499.5219583,23.6185833,526.4098333,17.9666667,0.0,224.6654166666667
122,10205.5816186,5991.5584167,186.44625,2005.991375,1508.3875417,4786.2117921,947.9988096,2488.873,-35.82375,-68.3291667,-1177.9964583,-2221.2382917,36.0007083,487.647,49.1291667,0.0,220.23375
123,12394.5014167,5989.7122083,658.3847083,2889.5712083,2305.5047083,2764.3484132,237.1166722,2736.6062701,-31.59625,-54.8416667,-389.94625,-1933.445,162.5929167,982.0857083,94.1458333,0.0,255.67916666666667
124,7469.5808823,5979.4715417,1355.4717083,6463.7095833,3308.700625,2013.3207639,19.3324545,2924.8450417,-27.7529167,-36.9666667,-329.7346667,-1303.04675,330.1670417,961.6130833,67.8625,0.0,267.7708333333333
125,5844.8352281,5972.363875,1580.02075,6775.1030417,2873.5356667,4470.4473337,1104.0468016,2910.210175,-31.9204167,-42.6333333,-1129.9556667,-1295.1816667,394.66375,301.3599167,109.8958333,0.0,251.9908333333333
